name,host_name,neighbourhood_group,room_type,price_per_minimum_night,review_rate_per_month
 2-3 bedroom UWS garden triplex ,Amy,Manhattan,Entire home/apt,10.0,0.28
2 Level Loft room in Artist Studio,Tanda,Brooklyn,Private room,42.0,2.2
Bright & big apt 3 blks from subway,Ran,Brooklyn,Entire home/apt,41.666666666666664,0.66
Charming West Village Studio,Ceyda,Manhattan,Entire home/apt,100.0,1.44
Beautiful Upper West Side,Michael,Manhattan,Entire home/apt,2.6666666666666665,0.44999999999999996
Cozy Private Room in Upper WestSide,Lisa,Manhattan,Private room,180.0,12.219999999999999
Very Bright Modern Apartment 2 Mins from Manhattan,Gary,Bronx,Entire home/apt,3.5,8.64
Entire One Bedroom apartment,Victoria,Brooklyn,Entire home/apt,50.0,0.11
Cozy 2BR apartment,Verena,Queens,Entire home/apt,3.0,2.2
Cozy Hells Kitchen/Times Sq 2BR,Ariel,Manhattan,Entire home/apt,160.0,1.12
Prime Artist Loft &  Exposed Brick,Peter,Brooklyn,Entire home/apt,125.0,192.61
Cozy Harlem Hideaway **,Loryn,Manhattan,Entire home/apt,57.5,126.84
"Bright, Spacious Entire Studio",Lane,Manhattan,Entire home/apt,26.0,1.44
West Village Style and Charm,Michael,Manhattan,Private room,79.5,478.5
Pretty and Private in Clinton Hill,Jan,Brooklyn,Entire home/apt,36.666666666666664,642.6
Spacious Bedroom in Bushwick w/AC,Gabriel,Brooklyn,Private room,20.0,0.36
Large Cheerful Private Bronx Room for Med Students,Veralisa,Bronx,Private room,19.0,8.6
Entire flr-thru 2bdrm apartment near ProspectPark!,Sarah Jazmine,Brooklyn,Entire home/apt,180.0,0.84
Superhost 3 bedroom DISCOUNT,Veronica,Brooklyn,Entire home/apt,250.0,0.28
cozy queen for 2 in el barrio,Charlene,Manhattan,Private room,30.666666666666668,45.12
The Elizabeth,Stéphane,Manhattan,Entire home/apt,65.0,81.84
Twin  room,Pat,Bronx,Private room,23.5,175.57
Beautiful Loft in LES Manhattan!,Cynthia,Manhattan,Entire home/apt,58.333333333333336,0.1
Charming 1BD Pre-War Apartment ,Kim,Manhattan,Entire home/apt,82.5,1.44
Flatbush Gardens,Terrance,Brooklyn,Private room,26.333333333333332,21.7
Beautiful Chelsea 2 Bedroom apt,SabinaAndTahir,Manhattan,Entire home/apt,49.285714285714285,161.5
Cute brick wall Br in Williamsburg.,Michael,Brooklyn,Private room,40.0,208.44
Huge 5BR Townhouse - LEGAL NYC B&B!,Elizabeth,Manhattan,Entire home/apt,75.0,366.08
The Ultimate Luxury!,S,Manhattan,Entire home/apt,116.5,608.22
Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,Monica,Bronx,Private room,0.8333333333333334,1.02
Charming Studio in a Great location,Catia,Manhattan,Entire home/apt,195.0,399.84
"NYC,Modern and Spacious Apt",Iryna,Manhattan,Entire home/apt,82.5,379.6
Amazing Single Bedroom Only 5min From Central Park,Curtis,Manhattan,Private room,32.5,849.72
Modern Brownstone in Harlem,Tiffany,Manhattan,Entire home/apt,49.666666666666664,14.0
Amazing convenient 5 min  to city,Rodney,Queens,Entire home/apt,225.0,0.02
Charming duplex garden flat in SoHo,Richard,Manhattan,Entire home/apt,16.5,449.97
"Charming, Sunny Downtown Studio",Jane,Manhattan,Entire home/apt,100.0,9.43
B's Suite,Sheila,Brooklyn,Entire home/apt,41.666666666666664,10.56
1BR w/ Large Patio on Ridgewood/Bushwick border.,Raoul,Queens,Entire home/apt,23.75,35.64
B's Elegant Parlor Suite,Sheila,Brooklyn,Entire home/apt,45.0,4.050000000000001
*NEW*  Modern Sunny Loft in Bushwick/Brooklyn,Melanie,Brooklyn,Entire home/apt,40.0,0.32
Lovely and Spacious Park Slope Home,Katharine,Brooklyn,Entire home/apt,11.428571428571429,0.02
"❤️ of Wburg, Private Living+Entrance",Elli,Brooklyn,Private room,69.5,0.72
Large private br in renovated apt/close to subway,Christie,Manhattan,Private room,34.5,2.09
Stunning room. 15mins to Manhattan!,Natasha,Brooklyn,Private room,3.3333333333333335,0.08
Warm and Cozy Room in Harlem,Fallon,Manhattan,Private room,23.666666666666668,784.9200000000001
King size bed -Private bdrm,Niraj,Manhattan,Private room,250.0,0.32
Large Sunny Private Room in 2BR steps from subway,Sarah,Brooklyn,Private room,35.0,4.35
Luxury Apartment on Wall Street,Sabir,Manhattan,Entire home/apt,170.0,0.08
Lovely Garden Apartment in Bklyn,Petal,Brooklyn,Entire home/apt,41.666666666666664,0.1
Elegant Bushwick Apartment,Su-Ling,Brooklyn,Entire home/apt,69.5,788.5000000000001
"Bright 1 bdrm apt near Central Park, shops & metro",Susan,Manhattan,Entire home/apt,99.5,6.6499999999999995
Heart of the East Village- Best Loc,Chris,Manhattan,Entire home/apt,175.0,0.08
"Great location, spacious apt.",Santiago,Brooklyn,Entire home/apt,40.0,0.15000000000000002
Cozy Bedroom in best area of FiDi,Denis,Manhattan,Private room,20.0,0.08
Cute & Modern 1 Bedroom Apt,David,Brooklyn,Entire home/apt,12.5,3.5
Stylish West Village Artists Penthouse Loft,Duane,Manhattan,Entire home/apt,4.333333333333333,0.15
1 bedroom in Brooklyn,Danielle,Brooklyn,Private room,1.6666666666666667,0.08
"Clean, quiet, safe 25Min Dwntn NYC",Ruth,Brooklyn,Private room,40.0,2.09
"Large, Immaculate Brooklyn 2 BR apt, sleeps 4-5",Tanya,Brooklyn,Entire home/apt,227.0,5.27
Manhattan townhouse near subway,Patricia,Manhattan,Entire home/apt,60.0,150.15
Upper West Side Studio doorman bld,Josh,Manhattan,Entire home/apt,65.0,6.29
Large Sunny 2 Bedroom + den - UWS,Aneela,Manhattan,Entire home/apt,7.5,5.27
"HUGE STUDIO-Cozy,Centrally Located!",Rahul,Manhattan,Entire home/apt,74.5,0.02
"Sunny/artistic, Manhattan 2 bedroom",Shelby,Manhattan,Private room,75.0,1.8
Cozy Brooklyn Apartment!,Julia,Brooklyn,Entire home/apt,16.428571428571427,0.66
Union Square Apartment + Private Backyard,Mattan,Manhattan,Private room,32.333333333333336,73.6
XL off Fifth Avenue & Central Park,Stefani,Manhattan,Entire home/apt,137.5,9.0
Park Slope Home away from Home,Barbara,Brooklyn,Entire home/apt,40.75,80.03999999999999
Blissfully Quiet Room,Carol,Bronx,Private room,1.9642857142857142,14.31
"Sunny, Artsy Brooklyn Room",Iyabo,Brooklyn,Private room,37.5,0.08
Luxurious Village 1 bed!,Philip,Manhattan,Entire home/apt,123.5,8.61
Clean-Cozy-Beside 3 train station,Jeremy,Manhattan,Private room,69.0,10.34
Prime Chelsea~XL1Br~Terrace~Sleeps4,Host,Manhattan,Entire home/apt,5.0,1.05
Reno Studio Gramercy~Sleeps3!,Host,Manhattan,Entire home/apt,4.666666666666667,1.53
2BR - Great West Village Location,Joseph,Manhattan,Entire home/apt,102.5,0.78
Beautiful Exposed Brick Studio Loft,Manuel,Manhattan,Entire home/apt,49.333333333333336,22.05
manhattan (UWS) townhouse,Raj,Manhattan,Private room,299.0,0.64
Spacious Room in Sugar Hill,Douglas,Manhattan,Private room,16.333333333333332,0.15000000000000002
Beautiful Sunny Private Penthouse Suite,Heather,Manhattan,Entire home/apt,5.0,0.03
Bushwick Duplex 1,Deacon,Brooklyn,Private room,80.0,1.36
"Large, Luxury Bedroom nr JMZ subway",Amaya,Brooklyn,Private room,13.6,119.07
"Zen Oasis in Bushwick, near JMZ Subways",Amaya,Brooklyn,Private room,14.4,146.85
BELLA CASA-Pvt Rm-2 beds-Sleeps 4. Near Columbia!!,Eddie&Vlad,Manhattan,Private room,48.5,378.14
1 bedroom apt 1 stop from Manhattan,Gazelle,Queens,Entire home/apt,85.0,126.84
"Landmark 1 Bedroom has 2 beds, Free WiFi",Michael,Manhattan,Entire home/apt,0.9054054054054054,0.9800000000000001
Zen MiniPalace Astoria,Alex,Queens,Entire home/apt,80.0,0.15000000000000002
"Lovely - Spacious, Garden + Garden View",Sara,Manhattan,Private room,40.0,83.82000000000001
"SPACIOUS,  2 bedrooms, sleeps 4, private bath",Victoria,Manhattan,Private room,83.33333333333333,6.3
Large private 2 bedroom near Union Sq .,Shirley,Manhattan,Private room,100.0,234.35
Cosy East Village apartment!,Victoria,Manhattan,Entire home/apt,180.0,0.1
Park Slope Sky Parlor,Ashley,Brooklyn,Private room,53.0,221.54999999999998
Large apt in heart of Williamsburg,Devon,Brooklyn,Entire home/apt,66.66666666666667,0.84
Beautiful 2 Bedroom Apartment in Williamsburg,Omer,Brooklyn,Entire home/apt,55.0,4.050000000000001
Williamsburg private clean cozy RM,Oliver,Brooklyn,Private room,45.0,1003.0000000000001
Spacious Manhattan One Bedroom Apt,Luke,Manhattan,Entire home/apt,80.0,402.0
Kosher new studio close to subway,Jacob,Brooklyn,Private room,62.5,0.28
Huge room wt bathroom + entrance,Liana,Brooklyn,Private room,30.0,0.28
Rosa B Private Apartment! Quiet and Safe Area.,Eddie,Queens,Entire home/apt,5.714285714285714,49.82
Location Nancy,Petya,Queens,Private room,1.2580645161290323,0.08
1 bdrm apartment in boerum hill!,Laura,Brooklyn,Entire home/apt,125.0,0.08
Bright Harlem Home in New Building!,Gregory,Manhattan,Private room,85.0,7.98
Luxury Queen Bed_Plush Mattress,Shahana,Brooklyn,Private room,39.0,301.59999999999997
Sunny studio apartment in the heart of Manhattan,Shira,Manhattan,Entire home/apt,75.0,9.43
"Country Vibe, Big City Feel",Wendy,Queens,Entire home/apt,50.0,6.84
Colorful Studio Near Columbia Univ.,Lauren,Manhattan,Entire home/apt,33.0,5.94
Spacious 1 Bedroom in Bohemian Comfort,DeeDee,Brooklyn,Entire home/apt,41.75,0.72
"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",Shari,Brooklyn,Entire home/apt,3.6333333333333333,10.12
Cozy 1BR Apartment in Astoria,Deniz,Queens,Entire home/apt,63.5,3.0
Amazing studio/Loft with a backyard,Kaveh,Manhattan,Entire home/apt,73.33333333333333,14.0
Your Brooklyn Nook,James,Brooklyn,Private room,45.0,21.119999999999997
1BR by 1&A trains,Joshua,Manhattan,Private room,37.5,10.56
Large 1 bdrm near L in Williamsburg,Michelle,Brooklyn,Entire home/apt,24.0,0.02
Beautiful Spacious Studio By Park,Alison,Manhattan,Entire home/apt,40.0,20.46
Quaint Brownstone with Garden,Ash,Manhattan,Entire home/apt,27.0,0.21000000000000002
Cozy One Bedroom in Williamsburg!,Cesar,Brooklyn,Entire home/apt,66.66666666666667,0.15000000000000002
"Studio Space, 10 minutes to Central Park and river",Agata,Manhattan,Shared room,27.5,75.6
Central Harlem ,Genine,Manhattan,Private room,102.5,0.15000000000000002
Charming apt close to everything!,Kimia,Manhattan,Entire home/apt,50.0,98.42
Bright! LARGE 2 BEDS near Manhattan,Angela,Queens,Private room,65.0,2246.3599999999997
"2BR, 2 Full Bath, SPACE, Short term monthly",Melinda,Queens,Entire home/apt,5.357142857142857,44.5
Bright LARGE 2 BEDS! near Manhattan,Angela,Queens,Private room,65.0,3207.78
Cozy & Clean #3,Fatou,Brooklyn,Private room,75.0,107.8
Cozy & Clean #4,Fatou,Brooklyn,Private room,42.5,24.790000000000003
Brownstone Williamsburg room with skylight Create,Charles,Brooklyn,Private room,58.0,798.0
Art Large bedroom  Brownstone for 1 or 2 persons,Charles,Brooklyn,Private room,90.0,739.14
"Bright and Spacious, near the Park",Yarimar,Brooklyn,Entire home/apt,24.0,0.03
Bright and Cheerful Prospect Heights 1-bedroom,Ilana,Brooklyn,Entire home/apt,19.166666666666668,0.18
Lovely One Bedroom Heart Of Astoria,Mike,Queens,Entire home/apt,4.2,3.7800000000000002
Private Room in Spacious Uptown Apt,Janine Renee,Manhattan,Private room,9.857142857142858,4.050000000000001
Cozy 1BD Apartment near Manhattan,Sara,Queens,Entire home/apt,25.0,13.5
Holiday in Manhattan!  Great Views!,Anna,Manhattan,Entire home/apt,12.857142857142858,1.05
$99 Manhattan/Time Sq.,Johnny,Manhattan,Private room,125.0,619.38
MIDTOWN APARTMENT WITH SPECTACULAR VIEW,Peter,Manhattan,Entire home/apt,35.833333333333336,61.230000000000004
HEART of NEW YORK // ﾆｭｰﾖｰｸの中心,Marcello,Manhattan,Entire home/apt,5.095238095238095,660.06
"Sunny, Quiet Queen Bedroom, Best Block in LES",David,Manhattan,Private room,22.25,169.26000000000002
"Woodsy-chic Lofted 1BR, Office, AC",Sebastian,Manhattan,Entire home/apt,87.5,128.79000000000002
Penthouse loft with private patio,Ole,Manhattan,Entire home/apt,150.0,2.7600000000000002
10 Minutes From Manhattan,Marisa,Queens,Entire home/apt,16.333333333333332,25.46
Room #2 Near Manhattan NYC.,Shahana,Brooklyn,Private room,39.0,139.73000000000002
Cozy 2BD Near Columbia Univ,Yonatan,Manhattan,Entire home/apt,40.0,4.3
★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,T.,Manhattan,Entire home/apt,149.5,72.44999999999999
Lovely Studio on the edge of the McGolrick Park,Simon,Brooklyn,Private room,9.375,0.8400000000000001
Park Slope - Furnished  room in 2BR,Matt,Brooklyn,Private room,19.8,0.02
Funky East Village Garden Apt.,Harmony And Eric,Manhattan,Entire home/apt,82.5,29.2
Columbia UWS 1BD Apt-Quiet & Comfy,Yiyi,Manhattan,Entire home/apt,145.0,2.52
Cool & Cozy 2B/1BA in prime LES!,Ivan,Manhattan,Entire home/apt,79.66666666666667,381.34999999999997
Private BR in 2 BR Modern Apartment,Crysdian,Manhattan,Private room,38.0,95.9
Bright and Cozy Bedroom NYC A1,Yohan,Manhattan,Private room,2.0,0.08
Zen Den & Modern Outdoor Space,Carmen,Brooklyn,Entire home/apt,16.666666666666668,230.28
Brooklyn Brownstone Beauty,Marycatherine,Brooklyn,Entire home/apt,83.33333333333333,13.23
"Charming apt. in Brooklyn, New York",María,Brooklyn,Entire home/apt,46.666666666666664,2.2
CHARMING 1-BD w CITY VIEWS,LeeAnne,Manhattan,Entire home/apt,25.0,0.44999999999999996
Comfortable one bedroom with patio,Josh,Brooklyn,Entire home/apt,75.0,175.23
Prime Williamsburg duplex Bedford L,Julia,Brooklyn,Entire home/apt,110.0,127.98
Between Central Park and the Subway,Tom,Manhattan,Entire home/apt,90.0,5.94
"NYC, Modern and Spacious Apt fits 6",Iryna,Manhattan,Entire home/apt,86.66666666666667,54.800000000000004
East Village Townhouse,Kathy,Manhattan,Entire home/apt,50.0,10.32
Vintage Room  in  Brooklyn,Bev,Brooklyn,Private room,25.0,321.0
Bright 3 bdrm in East Village,Katie,Manhattan,Entire home/apt,133.33333333333334,0.02
"UWS Penthouse, Amazing Deck",Adrienne,Manhattan,Entire home/apt,7.5,0.91
Gorgeous bohemian  Apt. in a Brownstone,Liat,Brooklyn,Entire home/apt,50.0,0.1
Cozy bedroom in a luxury building with 24h doorman,Tysha,Brooklyn,Private room,110.0,78.28
Private Terrace in Brooklyn!,Courtney,Brooklyn,Private room,95.0,0.9800000000000001
1 Bedroom Apt in Hell's Kitchen !,Scott & Ellyn,Manhattan,Entire home/apt,75.0,31.92
Sunny & spacious 1 bedroom gem!,Chelsea,Queens,Entire home/apt,50.0,7.98
Charming and Convenient Garden Apt,Melissa,Brooklyn,Entire home/apt,69.0,33.199999999999996
Furnished 2BR in UES (30 DAYS MIN),Elem,Manhattan,Entire home/apt,3.6666666666666665,3.24
Nice and cozy near Laguardia,Joshua,Queens,Private room,14.666666666666666,38.18
"Hamilton Hts Beauty, Manhattan 1 BR",Kumar,Manhattan,Entire home/apt,155.0,1064.8000000000002
Beautiful 2 BR Apt UES- Min 30 Days,Mor,Manhattan,Entire home/apt,10.0,1.9
Cozy private bedroom in Manhattan,Nicole,Manhattan,Private room,67.0,0.1
Great 2 bedroom Greenpoint BK,Laura,Brooklyn,Entire home/apt,43.75,0.08
Spacious 1BR Apt in Greenpoint,Sean,Brooklyn,Entire home/apt,9.933333333333334,8.58
Confortable and private room.,Luis&Victor,Brooklyn,Private room,37.5,994.5600000000001
Large Sunny Bedroom With great View,Suzanne,Brooklyn,Private room,33.333333333333336,54.0
Studio with Loft bed by the river,Kurt,Manhattan,Entire home/apt,10.75,7.4
Coziest 2BD Brownstone in Jefftown,Maggie,Brooklyn,Entire home/apt,150.0,0.02
Radiant 2bed E Village Apartment,Cecily,Manhattan,Entire home/apt,43.8,0.02
Uptown Convenience & Comfort,Sam,Manhattan,Entire home/apt,61.666666666666664,3.8
Private Room 2 Beds New York City!,Angela,Queens,Private room,65.0,7.98
LOVELY  LARGE SUNNY ROOM    Sunset Park,Audrey,Brooklyn,Private room,7.857142857142857,171.5
Large 1 bedroom apt - can sleep 4,Meghan,Manhattan,Entire home/apt,56.666666666666664,0.66
New York City Studio,Oscar,Manhattan,Entire home/apt,21.428571428571427,9.66
"Big Kitchen, Beautiful Bathroom",Benjamin,Brooklyn,Entire home/apt,5.733333333333333,0.44999999999999996
Stay on St. Marks Place for your NYC Vacation!,Teena,Manhattan,Private room,39.5,0.2
Bright Studio on Riverside Park,Katarina,Manhattan,Entire home/apt,25.0,0.44999999999999996
"2 Bedroom, 1 Bath Hell's Kitchen",Pat,Manhattan,Entire home/apt,136.0,0.91
Charming Bedroom in Cozy NYC Apt.,Veronica,Manhattan,Private room,8.5,58.71
Upper East Side Spacious 2 Bedrooms,Helene,Manhattan,Entire home/apt,83.0,0.03
Cozy sun drenched 2br Fort Greene,Simone,Brooklyn,Entire home/apt,45.0,7.800000000000001
Cozy bedroom in heart of Manhattan,Lakshmi,Manhattan,Private room,8.571428571428571,0.44999999999999996
"Tranquil, clean bedroom,",Marlon,Brooklyn,Private room,28.333333333333332,0.02
"Cozy 2 bedroom, near Central Park",Maria,Manhattan,Entire home/apt,130.0,52.92
Gramercy~New 1BR~Sleeps4~Rono~,Host,Manhattan,Entire home/apt,4.666666666666667,0.91
Prime Union Square! Large 1BR~Great value,Host,Manhattan,Entire home/apt,6.166666666666667,0.5
Spacious 1BD in lovely Clinton Hill,Meredith,Brooklyn,Entire home/apt,126.0,34.32
Huge LES 3 BD 3 BA Elevator + Patio,Rose,Manhattan,Entire home/apt,199.5,273.28000000000003
Bright and Charming Studio East V.,Natalia,Manhattan,Entire home/apt,14.285714285714286,0.66
Historic Brownstone Duplex,Amanda,Brooklyn,Entire home/apt,32.142857142857146,0.15000000000000002
Great deal in Heart of Greenpoint,Romy,Brooklyn,Entire home/apt,21.25,0.28
Bright + Cheerful Apt- the Real NYC,Millie,Manhattan,Entire home/apt,73.5,41.4
Financial District Oasis-Queen Bedroom,Kindra,Manhattan,Private room,6.428571428571429,1.84
Modern Duplex with yard  in Bedstuy,Jason,Brooklyn,Entire home/apt,500.0,0.02
Flatbush Gardens II,Terrance,Brooklyn,Private room,24.0,24.42
Bedroom and art studio/office space,Artem,Brooklyn,Private room,10.25,5.18
Bright and Sunny Williamsburg Oasis,Masha,Brooklyn,Entire home/apt,60.0,197.76
Cozy Room in NYC!  =),Rene,Queens,Private room,13.4,0.28
Brooklyn - Funky 1 Bedroom,Mike,Brooklyn,Entire home/apt,40.666666666666664,41.76
"ENTIRE home - Modern, huge, sunny 2BD",Alex,Manhattan,Entire home/apt,35.0,15.08
Coozy Room In Park Slope.,Shawn,Brooklyn,Private room,95.0,0.08
Sunny Studio,Monica,Queens,Entire home/apt,50.0,0.02
"Super Quiet, Private Patio",Benjamin,Brooklyn,Entire home/apt,4.333333333333333,0.21000000000000002
Queen Sized Bedroom in Spacious Apartment,Alexander,Manhattan,Private room,53.5,150.88
Location Top Manhattan,Petya,Manhattan,Private room,3.3333333333333335,2.88
"Spacious, rustic barn style bedroom",Natasha,Bronx,Private room,85.0,1.6199999999999999
Room 15 min from Manhttn.,Bogna,Queens,Private room,6.0,0.08
Modern Studio with Loft in the LES.,Juan Carlos,Manhattan,Entire home/apt,43.75,59.28
"Sunny, Spacious 1 Bdrm in E. Vil.",Kate,Manhattan,Entire home/apt,125.0,1.2
Nice room 15 min from Manhattan!,Bogna,Queens,Private room,7.0,1.44
法拉盛中心温馨两房两厅公寓｡近一切｡2 br close to everything,Zena,Queens,Entire home/apt,39.666666666666664,11.96
Beautiful Astoria apt next to Mtan,Vadim,Queens,Entire home/apt,50.0,403.79
Cozy apartment in Williamsburg,Pénélope,Brooklyn,Private room,55.0,0.52
Gorgeous Parlor Floor Suite near Subway,Jay,Brooklyn,Entire home/apt,57.5,870.98
Chic apartment in Brooklyn with stunning view,Chris,Brooklyn,Private room,19.8,3.5
"Sunny/Huge private room, by Columbia/Jazz clubs",Alex,Manhattan,Private room,42.0,25.840000000000003
Elite Exclusive Chic NYC Times Square LuxuryApt,S Barn,Manhattan,Private room,64.5,3.5100000000000002
"Private room, minutes from subway!",Andy & Friends,Brooklyn,Private room,8.8,143.62
Charming Studio in Carroll Gardens,Franklin,Brooklyn,Entire home/apt,33.333333333333336,4.050000000000001
"Small, Cozy, Clean and Modern private room!",Andrey,Manhattan,Private room,65.0,115.19999999999999
Room in queens covenient safe locat,Eddie,Queens,Private room,99.0,0.6900000000000001
Cozy Loft-Style Studio Near Subway ,Alexis,Manhattan,Entire home/apt,14.285714285714286,0.08
Spacious 2 BDRM near Times Square,Annika,Manhattan,Entire home/apt,45.0,3.12
Spacious Bright and Airy,Jonathan,Brooklyn,Entire home/apt,17.142857142857142,9.43
Quiet 1 Bedroom near Union Square,Itai,Manhattan,Entire home/apt,69.5,0.55
NEW! 2-BR Apt with Whirlpool Tub,AFI Apartments,Manhattan,Entire home/apt,4.733333333333333,0.27
Great one bedroom loft space in Manhattan,Simsim,Manhattan,Entire home/apt,35.0,8.450000000000001
Upper East Side,M David,Manhattan,Entire home/apt,65.0,73.6
2 Bedroom New York Charmer,Lee,Manhattan,Entire home/apt,175.0,1.89
Hip&Central! Charming Williamsburg!,Johnny,Brooklyn,Entire home/apt,87.5,0.6
Private Room with Queen size bed,Matthew & Marilyn,Manhattan,Private room,22.25,62.540000000000006
Beautiful private unit in the heart of Brooklyn,Katja,Brooklyn,Entire home/apt,17.25,516.75
"Room in front of Prospect Park, 1 block to subway",Andres Mekos,Brooklyn,Private room,6.666666666666667,2.1
Light filled room w/full size bed in LES,Tara,Manhattan,Shared room,6.5,7.98
BRIGHT!-STEPS TO PARK!-SUBWAY OUTSIDE!-FITS 4!,Lia,Manhattan,Entire home/apt,11.428571428571429,7.4
"Spacious 1 BR, En Suite in Brownstone!",Emily And Joel,Brooklyn,Private room,67.5,140.8
"Stunning Lower East 2 Bed, Live New York Style!",John,Manhattan,Entire home/apt,36.333333333333336,47.459999999999994
Lovely Room in a 2 BR in Greenpoint,Saskia,Brooklyn,Private room,6.071428571428571,0.15000000000000002
Lower East Side True 1 BR,Max,Manhattan,Entire home/apt,47.25,12.0
Prospect Park 2BR Near MANHATTAN!!!,Anthony,Brooklyn,Entire home/apt,41.666666666666664,135.51999999999998
Classic East Village Apartment,Eva,Manhattan,Private room,140.0,0.02
1 BR in shiny new building + bikes!,David,Brooklyn,Entire home/apt,53.333333333333336,0.28
"Parkslope, 1 bdrm, steps to subway",Rebecca,Brooklyn,Entire home/apt,23.0,0.32
"Large, Cozy One Bedroom Apartment",Elizabeth,Manhattan,Entire home/apt,26.666666666666668,17.360000000000003
Luxury 1BD apt by Prospect Park,Dan & Michelle,Brooklyn,Entire home/apt,99.0,0.91
Large eclectic studio East Village,Oksana,Manhattan,Entire home/apt,230.0,38.64
Manhattan! Bunk beds for 10+,Patricia,Manhattan,Entire home/apt,90.0,119.88
Best Block Clean Luxury Loft in SoHo,Re,Manhattan,Entire home/apt,895.0,77.88
Quiet and cozy 2BR. Great location!,Kali,Manhattan,Entire home/apt,56.666666666666664,0.66
Large Sunny Apartment in Astoria,Joshua,Queens,Private room,40.0,5.94
"Cozy 1BR, 5 minutes from the train",Megan,Brooklyn,Entire home/apt,70.0,5.94
SUNNY GUEST BDRM in Fort Greene!,Taya,Brooklyn,Private room,5.0,6.3
"""The Green Room"": Harlem Brownstone",Jason & Agnes,Manhattan,Private room,23.333333333333332,267.18
Best value single room in New York B5,Yohan,Manhattan,Private room,1.5,0.32
Lovely Duplex in Brooklyn,William,Brooklyn,Private room,46.666666666666664,426.24
Pre-War Apt on Central Park West!,Darren,Manhattan,Entire home/apt,120.0,0.66
Cozy Room by CentralPark-Times Sq,Deborah,Manhattan,Private room,11.285714285714286,0.02
Entire 2 Bedroom Apartment - 20 min to Times Sqr,Olga,Manhattan,Entire home/apt,3.9285714285714284,0.1
Unique 2 Bed/2 Bath Duplex Apt,Bill,Manhattan,Entire home/apt,91.66666666666667,32.39
Cozy Bedroom in Large Apartment,Meagan,Queens,Private room,8.571428571428571,0.04
Idy Safe Secure mins to Times Square 5*,Julien,Queens,Entire home/apt,65.0,145.34
Best value double room in New York B4,Yohan,Manhattan,Private room,1.6666666666666667,0.55
1 Bdrm in Greenwich Village,Marie-Claire,Manhattan,Entire home/apt,4.166666666666667,25.73
Beautifully Furnished 1 BR w/Office,Nychele,Bronx,Entire home/apt,29.0,0.02
Furnished studioA UES (30 days MIN),Elem,Manhattan,Entire home/apt,3.3,4.65
Garden Level Brooklyn Brownstone,Hillary,Brooklyn,Entire home/apt,130.0,1.44
Spacious luxury loft Downtown NYC,Andre,Manhattan,Entire home/apt,38.333333333333336,1.28
Master Bedroom by Yankee Stadium,Waundell,Bronx,Private room,60.0,61.040000000000006
West Village upscale apartment,Jon,Manhattan,Entire home/apt,49.75,208.44
"Great bright 1BR,in true BK style",Michelle,Brooklyn,Entire home/apt,56.666666666666664,8.8
"1,200 sq/ft loft +private backyard ",Avi,Manhattan,Entire home/apt,128.33333333333334,0.02
"Good, clean quite, and private!",Luis Enrique,Brooklyn,Private room,1.2333333333333334,0.66
Cozy 1BR in the heart of Harlem,Mariela,Manhattan,Entire home/apt,16.0,0.5
Spacious private BR 2 Queen beds & 3 mins to train,Maireni,Brooklyn,Private room,65.0,885.7800000000001
Big quiet room in Harlem,Elia,Manhattan,Private room,56.0,0.9800000000000001
Sunny Lg BR in 2BR apt- sleeps 2,Marie,Manhattan,Private room,35.0,0.91
Entire Apt in Jackson Heights-25 min to Manhattan,Ceci,Queens,Entire home/apt,15.0,0.51
"""Central Park"" View Prvt Room,Mnh  ",William Hakan,Manhattan,Private room,35.0,89.08
LARGE GREAT STUDIO HELLS KITCHEN,Valmik,Manhattan,Entire home/apt,150.0,0.15000000000000002
"Bright, contemporary and best location",Tracy,Manhattan,Private room,11.2,29.64
Adelphi Garden Apartment,Faye,Brooklyn,Entire home/apt,2.6666666666666665,0.66
Spacious 2BR in UES - 30 DAYS MIN,Elem,Manhattan,Entire home/apt,3.3,0.66
Flatiron studio next to Madison Pk,Darren,Manhattan,Entire home/apt,15.714285714285714,2.2
Cozy room in center of Park Slope,Lisah,Brooklyn,Private room,35.0,296.40000000000003
New Studio Loft in Williamsburg w/ Private Terrace,Meghan,Brooklyn,Entire home/apt,35.0,0.03
"Brooklyn off J/Z, Newly Renovated",Chris,Brooklyn,Private room,11.5,0.15000000000000002
Artsy and Cozy 1b. - Walk Everywhere!,Michelle,Manhattan,Entire home/apt,180.0,0.05
1000 SQ FT Cobble Hill Übercharmer,Daniel,Brooklyn,Entire home/apt,250.0,614.1999999999999
Cozy Garden Apartment in Bushwick!!,Caitlin,Brooklyn,Private room,25.0,33.21
"Chic 2Br/2bath, Lower Manhattan",Guillermo,Manhattan,Entire home/apt,62.5,15.86
Happy Chic Convenient New Listing!,Emily,Manhattan,Entire home/apt,83.33333333333333,0.08
Spacious bedroom for Summer Months,Julissa,Manhattan,Private room,60.0,0.15000000000000002
Cozy | Spacious | Great Location,Cole,Manhattan,Private room,13.571428571428571,1.7999999999999998
Sunny Cozy East Village Apartment,Danny,Manhattan,Entire home/apt,12.545454545454545,0.44999999999999996
NY TIMES Featured Dumbo Penthouse,Brian,Brooklyn,Entire home/apt,27.5,0.08
